Dilkush
5,83.0,73,100,205
Dilkush
3,94.0,47,105,100
Daisy
4,95.0,151,212,87
Adam
1,45.0,39,104,39
Sam
3,20.0,18,40,37
Tom
1,12.0,183,40,30
Arthur
4,43.0,32,54,28
Gary
1,33.0,63,76,22
